"","movieId","title","year","Adventure","Animation","Children","Action","Comedy","Fantasy","Romance","Drama","Crime","Thriller","Sci-Fi","Horror","Mystery","IMAX","War","Musical","Film-Noir","Documentary"
"95",104,"Happy Gilmore ","1996",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",105,"Bridges of Madison County, The ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"97",107,"Muppet Treasure Island ","1996",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"98",108,"Catwalk ","1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",110,"Braveheart ","1995",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"100",111,"Taxi Driver ","1976",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"101",112,"Rumble in the Bronx (Hont faan kui) ","1995",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"102",113,"Before and After ","1996",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"103",114,"Margaret's Museum ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"104",115,"Happiness Is in the Field (Bonheur est dans le pré, Le) ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",116,"Anne Frank Remembered ","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"106",117,"Young Poisoner's Handbook, The ","1995",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"107",118,"If Lucy Fell ","1996",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"108",121,"Boys of St. Vincent, The ","1992",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"109",122,"Boomerang ","1992",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"110",123,"Chungking Express (Chung Hing sam lam) ","1994",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"111",124,"Star Maker, The (Uomo delle stelle, L') ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"112",125,"Flirting With Disaster ","1996",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",126,"NeverEnding Story III, The ","1994",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"114",129,"Pie in the Sky ","1996",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"115",131,"Frankie Starlight ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"116",132,"Jade ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"117",135,"Down Periscope ","1996",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",137,"Man of the Year ","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"119",138,"Neon Bible, The ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"120",140,"Up Close and Personal ","1996",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"121",141,"Birdcage, The ","1996",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",144,"Brothers McMullen, The ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",145,"Bad Boys ","1995",0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"124",146,"Amazing Panda Adventure, The ","1995",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",147,"Basketball Diaries, The ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"126",149,"Amateur ","1994",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"127",150,"Apollo 13 ","1995",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"128",151,"Rob Roy ","1995",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"129",152,"Addiction, The ","1995",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"130",153,"Batman Forever ","1995",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"131",154,"Beauty of the Day (Belle de jour) ","1967",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"132",155,"Beyond Rangoon ","1995",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"133",156,"Blue in the Face ","1995",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"134",157,"Canadian Bacon ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"135",158,"Casper ","1995",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",159,"Clockers ","1995",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"137",160,"Congo ","1995",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"138",161,"Crimson Tide ","1995",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"139",162,"Crumb ","1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"140",163,"Desperado ","1995",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"141",164,"Devil in a Blue Dress ","1995",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"142",165,"Die Hard: With a Vengeance ","1995",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"143",166,"Doom Generation, The ","1995",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"144",168,"First Knight ","1995",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"145",169,"Free Willy 2: The Adventure Home ","1995",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"146",170,"Hackers ","1995",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"147",171,"Jeffrey ","1995",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"148",172,"Johnny Mnemonic ","1995",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"149",173,"Judge Dredd ","1995",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"150",174,"Jury Duty ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",175,"Kids ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"152",176,"Living in Oblivion ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",177,"Lord of Illusions ","1995",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"154",178,"Love & Human Remains ","1993",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"155",179,"Mad Love ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"156",180,"Mallrats ","1995",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"157",181,"Mighty Morphin Power Rangers: The Movie ","1995",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",182,"Moonlight and Valentino ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"159",183,"Mute Witness ","1994",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"160",184,"Nadja ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"161",185,"Net, The ","1995",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"162",186,"Nine Months ","1995",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"163",187,"Party Girl ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",188,"Prophecy, The ","1995",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"165",190,"Safe ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"166",191,"Scarlet Letter, The ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"167",193,"Showgirls ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"168",194,"Smoke ","1995",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"169",195,"Something to Talk About ","1995",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"170",196,"Species ","1995",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"171",198,"Strange Days ","1995",0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"172",199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ","1964",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"173",200,"Tie That Binds, The ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"174",201,"Three Wishes ","1995",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"175",202,"Total Eclipse ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"176",203,"To Wong Foo, Thanks for Everything! Julie Newmar ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",204,"Under Siege 2: Dark Territory ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",205,"Unstrung Heroes ","1995",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"179",206,"Unzipped ","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"180",207,"Walk in the Clouds, A ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"181",208,"Waterworld ","1995",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"182",209,"White Man's Burden ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"183",210,"Wild Bill ","1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",211,"Browning Version, The ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"185",212,"Bushwhacked ","1995",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"186",213,"Burnt by the Sun (Utomlyonnye solntsem) ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"187",214,"Before the Rain (Pred dozhdot) ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"188",215,"Before Sunrise ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"189",216,"Billy Madison ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",217,"Babysitter, The ","1995",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"191",218,"Boys on the Side ","1995",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"192",219,"Cure, The ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"193",220,"Castle Freak ","1995",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"194",222,"Circle of Friends ","1995",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"195",223,"Clerks ","1994",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",224,"Don Juan DeMarco ","1995",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"197",225,"Disclosure ","1994",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"198",226,"Dream Man ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"199",227,"Drop Zone ","1994",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"200",228,"Destiny Turns on the Radio ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",229,"Death and the Maiden ","1994",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"202",230,"Dolores Claiborne ","1995",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"203",231,"Dumb & Dumber (Dumb and Dumber) ","1994",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",232,"Eat Drink Man Woman (Yin shi nan nu) ","1994",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"205",233,"Exotica ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"206",234,"Exit to Eden ","1994",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",235,"Ed Wood ","1994",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"208",236,"French Kiss ","1995",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"209",237,"Forget Paris ","1995",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"210",238,"Far From Home: The Adventures of Yellow Dog ","1995",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",239,"Goofy Movie, A ","1995",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"212",240,"Hideaway ","1995",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"213",241,"Fluke ","1995",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"214",242,"Farinelli: il castrato ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"215",243,"Gordy ","1995",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"216",245,"The Glass Shield ","1994",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"217",246,"Hoop Dreams ","1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"218",247,"Heavenly Creatures ","1994",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"219",248,"Houseguest ","1994",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",249,"Immortal Beloved ","1994",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"221",250,"Heavyweights (Heavy Weights) ","1995",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",251,"Hunted, The ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",252,"I.Q. ","1994",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"224",253,"Interview with the Vampire: The Vampire Chronicles ","1994",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"225",254,"Jefferson in Paris ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"226",255,"Jerky Boys, The ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",256,"Junior ","1994",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"228",257,"Just Cause ","1995",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"229",258,"Kid in King Arthur's Court, A ","1995",1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"230",259,"Kiss of Death ","1995",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"231",260,"Star Wars: Episode IV - A New Hope ","1977",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"232",261,"Little Women ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"233",262,"Little Princess, A ","1995",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"234",263,"Ladybird Ladybird ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"235",265,"Like Water for Chocolate (Como agua para chocolate) ","1992",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"236",266,"Legends of the Fall ","1994",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"237",267,"Major Payne ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",268,"Little Odessa ","1994",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"239",269,"My Crazy Life (Mi vida loca) ","1993",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"240",270,"Love Affair ","1994",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"241",271,"Losing Isaiah ","1995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"242",272,"Madness of King George, The ","1994",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"243",273,"Mary Shelley's Frankenstein (Frankenstein) ","1994",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"244",274,"Man of the House ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",275,"Mixed Nuts ","1994",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",276,"Milk Money ","1994",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"247",277,"Miracle on 34th Street ","1994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"248",278,"Miami Rhapsody ","1995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
